Relative error for SQRT, test started with input 0.10000000149011612 ended at 100 with a step of 0.0099999997764825821
0	0.10000000149011612
8.9857383751951932e-008	0.10999999940395355
8.6031895809179881e-008	0.11999999731779099
8.2656773863134601e-008	0.12999999523162842
7.9650055886461712e-008	0.14000000059604645
0	0.15000000596046448
0	0.16000001132488251
0	0.17000001668930054
7.0244741812290453e-008	0.18000002205371857
0	0.1900000274181366
6.6640015103293029e-008	0.20000003278255463
0	0.21000003814697266
6.3538759437491363e-008	0.22000004351139069
6.2142131233989861e-008	0.23000004887580872
6.0833729918557624e-008	0.24000005424022675
1.1920927533992823e-007	0.25000005960464478
0	0.26000005006790161
0	0.27000004053115845
0	0.28000003099441528
0	0.29000002145767212
0	0.30000001192092896
0	0.31000000238418579
1.0536712752140901e-007	0.31999999284744263
1.0375836668559565e-007	0.32999998331069946
0	0.3399999737739563
1.007502467877295e-007	0.34999996423721313
9.9341080546840859e-008	0.35999995470046997
0	0.36999994516372681
9.6691506714741685e-008	0.37999993562698364
0	0.38999992609024048
9.4243227823013484e-008	0.39999991655349731
0	0.40999990701675415
0	0.41999989748001099
0	0.42999988794326782
0	0.43999987840652466
0	0.44999986886978149
0	0.45999985933303833
0	0.46999984979629517
8.6031910612156617e-008	0.479999840259552
0	0.48999983072280884
0	0.49999982118606567
0	0.50999981164932251
8.2656787527421388e-008	0.51999980211257935
8.1873293709388292e-008	0.52999979257583618
0	0.53999978303909302
0	0.54999977350234985
7.9650074918860473e-008	0.55999976396560669
0	0.56999975442886353
0	0.57999974489212036
0	0.5899997353553772
0	0.59999972581863403
0	0.60999971628189087
7.5697992262151236e-008	0.61999970674514771
7.5094812833313017e-008	0.62999969720840454
7.4505821512363869e-008	0.63999968767166138
7.3930479178182875e-008	0.64999967813491821
7.3368265921225523e-008	0.65999966859817505
0	0.66999965906143188
0	0.67999964952468872
0	0.68999963998794556
0	0.69999963045120239
7.0737716572361507e-008	0.70999962091445923
0	0.71999961137771606
6.9761977713001454e-008	0.7299996018409729
6.9289010908376849e-008	0.73999959230422974
1.3765107119031217e-007	0.74999958276748657
6.83712344713543e-008	0.75999957323074341
0	0.76999956369400024
6.7488988496636883e-008	0.77999955415725708
6.7060486077203648e-008	0.78999954462051392
6.6640037307758484e-008	0.79999953508377075
6.6227402382464576e-008	0.80999952554702759
6.5822337218233496e-008	0.81999951601028442
0	0.82999950647354126
6.5034017994132375e-008	0.8399994969367981
6.4650334785293649e-008	0.84999948740005493
6.4273362322762181e-008	0.85999947786331177
6.3902904393394972e-008	0.8699994683265686
0	0.87999945878982544
6.3180816737154347e-008	0.88999944925308228
0	0.89999943971633911
6.2482664965638593e-008	0.90999943017959595
6.2142158265512938e-008	0.91999942064285278
0	0.92999941110610962
