377
1.45008 -0.141307 -0.249283 0.198387
1.48767 -0.0312166 -0.0699243 0.177253
1.39204 -0.105353 -0.497672 0.198387
1.2833 -0.129735 -0.72292 0.169561
1.13118 -0.134 -0.943434 0.183091
0.959771 -0.137892 -1.11484 0.159697
0.74569 -0.167765 -1.26148 0.159697
0.51403 -0.159509 -1.37419 0.195766
0.265396 -0.163152 -1.44242 0.159161
0.0405897 -0.136247 -1.46935 0.189297
-0.226038 -0.163007 -1.4478 0.156558
-0.477966 -0.123794 -1.39354 0.167192
-0.726122 -0.166825 -1.2737 0.167192
-0.948087 -0.118326 -1.13171 0.163507
-1.09985 -0.150525 -0.971219 0.158845
-1.25118 -0.147208 -0.767493 0.192704
-1.37911 -0.147329 -0.509194 0.17242
-1.44231 -0.129528 -0.291534 0.191021
-1.46622 -0.161836 -0.018114 0.167546
-1.44824 -0.162671 0.221831 0.158504
-1.3894 -0.15004 0.473304 0.165605
-1.28701 -0.154362 0.703425 0.16467
-1.1338 -0.149168 0.934446 0.16467
-1.23909 -0.00609162 0.833517 0.153655
-0.952503 -0.144991 1.12011 0.159508
-0.739501 -0.108905 1.28005 0.19868
-0.503905 -0.175573 1.3754 0.18347
-0.289124 -0.148872 1.43899 0.155483
-0.0240242 -0.171425 1.4638 0.156139
0.239712 -0.166164 1.44598 0.156139
0.101669 -0.0107207 1.48898 0.151441
0.463718 -0.137107 1.39462 0.172305
0.731333 -0.121519 1.28118 0.190329
0.937913 -0.156605 1.12958 0.167385
1.11662 -0.130069 0.960185 0.179344
1.2468 -0.155048 0.771042 0.156389
1.36325 -0.156148 0.539089 0.162127
1.43725 -0.147901 0.296376 0.154499
1.46047 -0.164676 0.0773894 0.17061
1.34143 -0.341044 -0.234109 0.169561
1.36367 -0.334776 -0.0277442 0.17061
1.28143 -0.338589 -0.465931 0.171414
1.18484 -0.337317 -0.675258 0.166048
1.06811 -0.316347 -0.868624 0.16161
0.904244 -0.321083 -1.03325 0.159697
0.686658 -0.349384 -1.16868 0.159588
0.490671 -0.332623 -1.27436 0.169969
0.259056 -0.342679 -1.33405 0.159161
0.0245023 -0.321738 -1.37267 0.156558
-0.233102 -0.350326 -1.33532 0.159059
-0.43296 -0.317246 -1.30497 0.167192
-0.673121 -0.338702 -1.18482 0.165732
-0.863408 -0.341398 -1.0514 0.163507
-1.0381 -0.345182 -0.876708 0.158409
-1.17911 -0.325916 -0.698996 0.160902
-1.27508 -0.32324 -0.503923 0.163829
-1.34414 -0.318185 -0.284396 0.167546
-1.35735 -0.347214 -0.00493071 0.171824
-1.34057 -0.342899 0.22976 0.158504
-1.28897 -0.326904 0.467851 0.157491
-1.18529 -0.35124 0.652374 0.163819
-1.06174 -0.328228 0.863925 0.184232
-0.892719 -0.325989 1.04016 0.159508
-0.73188 -0.307838 1.17078 0.157056
-0.530331 -0.339144 1.25108 0.15834
-0.259762 -0.325989 1.34536 0.157337
-0.000164415 -0.341848 1.36136 0.156139
0.228199 -0.344401 1.3397 0.154647
0.443722 -0.329477 1.29366 0.175708
0.673808 -0.318768 1.19915 0.172305
0.839706 -0.339292 1.06971 0.159943
1.03313 -0.315621 0.909506 0.156389
1.17357 -0.347613 0.681722 0.172533
1.27832 -0.336847 0.475525 0.163937
1.33866 -0.340347 0.247861 0.162748
1.18677 -0.461156 -0.0655861 0.157167
1.15796 -0.459328 -0.278972 0.138633
1.09264 -0.454631 -0.490856 0.161972
0.94761 -0.442232 -0.767036 0.181228
0.786259 -0.451377 -0.914414 0.16506
0.539706 -0.454935 -1.06936 0.17615
0.235349 -0.459729 -1.16902 0.169969
0.00350426 -0.454042 -1.20285 0.159059
-0.292946 -0.458575 -1.15537 0.159059
-0.490039 -0.423223 -1.14468 0.168489
-0.648239 -0.461274 -0.996135 0.172052
-0.829364 -0.453196 -0.867473 0.166459
-0.959907 -0.461913 -0.698317 0.180217
-1.07389 -0.461353 -0.507355 0.163829
-1.18986 -0.445596 -0.239007 0.171824
-1.1791 -0.458195 0.203978 0.16854
-1.13623 -0.450082 0.413343 0.149002
-1.01334 -0.458413 0.63111 0.181484
-0.778824 -0.452141 0.920236 0.184232
-0.62072 -0.439054 1.05584 0.14833
-0.210377 -0.458273 1.17796 0.157463
-0.403436 -0.459907 1.12372 0.157337
0.0224035 -0.455857 1.19848 0.160526
0.278421 -0.456065 1.16314 0.175708
0.594835 -0.450937 1.05022 0.175708
0.777664 -0.458409 0.908182 0.149926
0.928583 -0.457201 0.755302 0.172508
1.11071 -0.450756 0.465776 0.172533
1.18119 -0.457575 0.190687 0.163937
0.992049 -0.499422 -0.124125 0.167889
0.947423 -0.499655 -0.319839 0.193302
0.885984 -0.495473 -0.510845 0.187643
0.648191 -0.499074 -0.767201 0.195029
0.363996 -0.495022 -0.956955 0.17615
0.11234 -0.495033 -1.01514 0.164145
-0.133614 -0.490156 -1.0378 0.158766
-0.316583 -0.4984 -0.954807 0.172052
-0.648879 -0.49603 -0.786052 0.180217
-0.872726 -0.497683 -0.510659 0.180217
-0.992898 -0.490917 -0.319217 0.17352
-1.07176 -0.485497 -0.0131119 0.17352
-0.973144 -0.499578 0.225351 0.157909
-0.883289 -0.499831 0.464975 0.148789
-0.811008 -0.48931 0.671912 0.184232
-0.607534 -0.498259 0.801375 0.153796
-0.398818 -0.497807 0.925327 0.194282
-0.201102 -0.499242 0.981384 0.194945
0.0756789 -0.499467 0.996056 0.166436
0.351974 -0.494179 0.967207 0.168148
0.54179 -0.498634 0.845117 0.147987
0.701372 -0.498797 0.715982 0.163888
0.890443 -0.48944 0.557334 0.172533
0.988994 -0.492446 0.304193 0.15116
0.815092 -0.463691 -0.0270739 0.193302
0.7115 -0.464201 -0.40715 0.195029
0.441595 -0.471068 -0.730034 0.191184
0.163787 -0.467588 -0.819395 0.164839
-0.137953 -0.467224 -0.823155 0.164664
-0.446396 -0.478719 -0.773423 0.172052
-0.625932 -0.465379 -0.537687 0.177476
-0.776108 -0.466665 -0.297789 0.169291
-0.852304 -0.470922 -0.0172339 0.17352
-0.77631 -0.465486 0.283387 0.172856
-0.655147 -0.46868 0.527697 0.160726
-0.420445 -0.462898 0.694894 0.194945
-0.0530655 -0.465859 0.823719 0.193406
0.270301 -0.466041 0.782836 0.166436
0.493491 -0.462666 0.642326 0.163019
0.73116 -0.469614 0.427293 0.163888
0.798048 -0.464197 0.177834 0.15116
0.647952 -0.355136 -0.00987779 0.194971
0.621965 -0.363305 -0.223145 0.193302
0.523712 -0.375956 -0.433051 0.195029
0.355403 -0.374123 -0.574745 0.164839
0.131252 -0.357688 -0.637918 0.16244
-0.07486 -0.35827 -0.646956 0.164664
-0.335533 -0.388165 -0.611036 0.164239
-0.473994 -0.357975 -0.446065 0.160024
-0.610425 -0.35964 -0.236215 0.162449
-0.662307 -0.366362 -0.0378331 0.170514
-0.619346 -0.358136 0.203146 0.172981
-0.508951 -0.363483 0.421711 0.172922
-0.238631 -0.370979 0.627952 0.194945
0.112615 -0.37987 0.675981 0.17839
0.326031 -0.369398 0.584595 0.149175
0.544098 -0.396887 0.458006 0.163888
0.619143 -0.361962 0.225711 0.191522
0.534147 -0.198601 -0.0962002 0.194971
0.463811 -0.207275 -0.29061 0.152239
0.283998 -0.212969 -0.473068 0.154231
0.000733141 -0.199503 -0.543449 0.15441
-0.269244 -0.209566 -0.479259 0.159489
-0.467839 -0.213145 -0.291668 0.159489
-0.532658 -0.192356 -0.0694963 0.178996
-0.479185 -0.192176 0.242012 0.172981
-0.284574 -0.229034 0.485718 0.170606
-0.0866516 -0.214199 0.545752 0.178203
0.123192 -0.218483 0.540616 0.145216
0.336119 -0.205491 0.430495 0.149175
0.481062 -0.2179 0.278302 0.19167
0.467685 -0.0213718 -0.185665 0.147035
0.339769 -0.00174571 -0.365136 0.146608
0.158814 -0.00718124 -0.474587 0.154231
-0.0734738 -0.00479183 -0.494525 0.152023
-0.269713 -0.00752136 -0.421029 0.159489
-0.425871 -0.00563764 -0.262147 0.180229
-0.503624 -0.0527665 0.0785451 0.180229
-0.414649 -0.00536213 0.27808 0.170606
-0.250537 -0.00433579 0.433685 0.166071
-0.0590529 -0.00351494 0.495533 0.144687
0.151464 -0.00406105 0.475916 0.144955
0.363872 -0.022402 0.346822 0.165297
0.494815 -0.0138566 0.0884367 0.19167
0.526592 0.170738 -0.0842397 0.189801
0.456965 0.168556 -0.274025 0.166176
0.249354 0.173173 -0.471177 0.166176
0.0149525 0.183933 -0.535278 0.141974
-0.364136 0.190332 -0.393617 0.171044
-0.524952 0.174266 -0.0987718 0.180229
-0.504297 0.177543 0.178368 0.158196
-0.386896 0.172557 0.365876 0.15714
-0.166032 0.17937 0.507977 0.15714
0.0351135 0.170162 0.530775 0.13988
0.254268 0.171435 0.468505 0.138999
0.417864 0.181344 0.334283 0.186294
0.630272 0.343233 -0.106065 0.175552
0.508876 0.351924 -0.394116 0.177828
0.351246 0.348531 -0.536136 0.164602
0.132596 0.350499 -0.629071 0.189942
-0.108236 0.332183 -0.622698 0.143934
-0.301984 0.326283 -0.549714 0.144303
-0.480676 0.351007 -0.427663 0.148789
-0.577166 0.319441 -0.232338 0.170706
-0.638108 0.342774 -0.0129874 0.15336
-0.58635 0.34583 0.254206 0.166247
-0.420534 0.351751 0.488505 0.181433
-0.202995 0.352707 0.611728 0.154915
0.00604139 0.350236 0.643702 0.139893
0.205037 0.349061 0.608669 0.139577
0.400278 0.352163 0.504756 0.177892
0.581167 0.315174 0.217037 0.189801
0.78446 0.446518 -0.0127771 0.174305
0.73101 0.441121 -0.264433 0.179553
0.557753 0.458023 -0.573252 0.179553
0.374789 0.458612 -0.708619 0.189942
0.0013357 0.460217 -0.805962 0.186225
-0.260215 0.431128 -0.716717 0.158967
-0.514324 0.457622 -0.61544 0.144551
-0.667323 0.444993 -0.407401 0.172011
-0.76998 0.444322 -0.137433 0.160485
-0.772471 0.445152 0.126462 0.168634
-0.710238 0.461199 0.380443 0.181075
-0.427885 0.459756 0.679851 0.181433
-0.143368 0.449923 0.777036 0.156144
0.123069 0.45728 0.790918 0.162057
0.373283 0.443309 0.684148 0.154227
0.596014 0.44991 0.517886 0.177892
0.74859 0.455045 0.276485 0.172507
0.964328 0.495639 -0.157154 0.193028
0.839236 0.493057 -0.475178 0.179553
0.637194 0.497844 -0.756369 0.175413
0.334733 0.495079 -0.915897 0.187471
0.137232 0.492477 -0.950174 0.189942
-0.166617 0.494638 -0.958469 0.166744
-0.450123 0.490675 -0.837751 0.166744
-0.717063 0.491282 -0.630024 0.172046
-0.896808 0.49182 -0.337052 0.172046
-0.946182 0.489643 -0.0200115 0.168634
-0.900352 0.491214 0.318825 0.168394
-0.732983 0.488064 0.585782 0.181433
-0.614799 0.495661 0.759111 0.164158
-0.319643 0.484907 0.866725 0.171459
-0.0200822 0.489567 0.945793 0.19346
0.316887 0.493298 0.911676 0.161832
0.596213 0.488655 0.729295 0.17397
0.816532 0.492393 0.504261 0.181443
0.949745 0.493968 0.187778 0.181443
1.14569 0.470934 -0.0049011 0.193297
1.05338 0.476931 -0.364147 0.193297
1.0289 0.464965 -0.565887 0.148359
0.897991 0.467587 -0.737362 0.175413
0.580343 0.469335 -0.997252 0.186748
0.210763 0.463012 -1.16664 0.187471
0.0137992 0.477456 -1.11213 0.152252
-0.186504 0.461943 -1.17501 0.175901
-0.396361 0.464822 -1.10752 0.166744
-0.589751 0.463467 -1.02605 0.186009
-0.876814 0.469141 -0.750583 0.149538
-0.965382 0.476011 -0.567561 0.172046
-1.09289 0.466466 -0.410885 0.145616
-1.08384 0.479736 -0.196163 0.160478
-1.15145 0.469781 -0.00534468 0.157782
-1.09677 0.477451 0.18958 0.168634
-1.10286 0.465763 0.395599 0.143494
-0.894598 0.470117 0.720123 0.153535
-0.783327 0.462737 0.889428 0.183715
-0.593748 0.471346 0.975571 0.164158
-0.403142 0.471298 1.0698 0.161728
-0.20253 0.46775 1.14428 0.195815
0.18124 0.47607 1.10445 0.195815
0.394758 0.467089 1.09621 0.146726
0.534955 0.484101 0.937584 0.154227
0.749561 0.464166 0.910366 0.154192
0.900145 0.463917 0.76425 0.17397
1.01454 0.465222 0.591564 0.155863
1.11056 0.463455 0.408676 0.181443
1.14785 0.466693 0.209667 0.171729
1.31628 0.366041 -0.212366 0.193297
1.22845 0.38694 -0.432884 0.174928
1.14769 0.355499 -0.70673 0.185906
0.83326 0.399968 -0.975803 0.162924
1.0154 0.358615 -0.880852 0.146112
0.667604 0.366113 -1.15577 0.162865
0.462755 0.3748 -1.23706 0.187471
0.0182931 0.370236 -1.32698 0.177849
-0.332298 0.354587 -1.30533 0.177849
-0.539123 0.359959 -1.22586 0.19094
-0.824626 0.391836 -0.999008 0.19094
-1.00324 0.368291 -0.87261 0.164934
-1.13499 0.374261 -0.676109 0.164506
-1.26232 0.357456 -0.469756 0.178855
-1.28887 0.377046 -0.264375 0.157782
-1.34438 0.359445 -0.00399694 0.165762
-1.28799 0.386097 0.192644 0.146235
-1.28251 0.358371 0.395662 0.154972
-1.15321 0.381777 0.617945 0.157975
-1.03214 0.360991 0.857478 0.181012
-0.692131 0.372715 1.12658 0.183715
-0.496047 0.371648 1.22672 0.163248
-0.238184 0.357006 1.32682 0.163248
-0.00078638 0.37119 1.32708 0.195815
0.224398 0.370636 1.30835 0.157337
0.431266 0.360774 1.26926 0.188579
0.636483 0.390579 1.13009 0.15794
0.861845 0.353653 1.04244 0.179025
1.08076 0.362294 0.784661 0.171382
1.21147 0.357905 0.57721 0.134874
1.2917 0.35772 0.365129 0.171729
1.32909 0.368317 0.0269885 0.171729
1.45405 0.200227 -0.0223397 0.159147
1.36556 0.212543 -0.476123 0.193322
1.42832 0.201627 -0.27001 0.198387
1.14688 0.204362 -0.886094 0.183091
0.947077 0.220822 -1.0848 0.162865
0.728711 0.203337 -1.25791 0.162865
0.251851 0.236666 -1.40904 0.179244
0.46209 0.218306 -1.36535 0.195766
0.0119509 0.206479 -1.45078 0.189297
